Season_Year,GameKey,PlayID,GSISID,Time,x,y,dis,o,dir,Event,GamePlayKey,post_punt_playduration,post_punt_duration,GamePlayTimeKey,GSISID_partner,x_partner,y_partner,dis_partner,o_partner,dir_partner,Season_Type,Week,Game_Date,Game_Day,Start_Time,Temperature,PlayPlayerPartnerID
2017,493,377,30127,17:34.7,42.63999939,1.129999995,0.050000001,3.799999952,287.4700012,,493_377,8.400000036,6.400000036,493_377_2017-10-22 17:17:34.700,33282,42.59999847,1.529999971,0.289999992,222.9700012,291.9700012,Reg,7,00:00.0,Sunday,12:00,70,377_30127_33282
2016,265,2677,30502,19:15.1,74.43000031,30.87999916,0.340000004,12.01000023,0.610000014,,265_2677,4.600000009,0.500000007,265_2677_2016-12-11 20:19:15.100,28368,74.90000153,30.95000076,0.409999996,180.0099945,356.9500122,Reg,14,00:00.0,Sunday,13:00,77,2677_30502_28368
2016,291,1502,32975,58:15.2,75.12999725,32.45000076,0.129999995,356.1600037,1.049999952,,291_1502,4.600000001,0.799999997,291_1502_2016-12-24 18:58:15.200,28368,75.16000366,32.79999924,0.140000001,176.3500061,359.0700073,Reg,16,00:00.0,Saturday,13:00,38,1502_32975_28368
2016,265,2677,30503,19:15.1,71.01000214,29.02000046,0.389999986,63.66999817,300.2799988,,265_2677,4.600000009,0.500000007,265_2677_2016-12-11 20:19:15.100,31719,71.08000183,28.57999992,0.409999996,276.9100037,289.6900024,Reg,14,00:00.0,Sunday,13:00,77,2677_30503_31719
2016,265,4098,31728,24:20.4,89.63999939,25.18000031,0.07,334,251.4100037,,265_4098,7.899999976,0.199999981,265_4098_2016-12-11 21:24:20.400,31050,90.06999969,24.95000076,0.059999999,160.6300049,218.2299957,Reg,14,00:00.0,Sunday,13:00,77,4098_31728_31050
2017,404,3428,32470,39:43.9,68.20999908,24.27000046,0.409999996,51.59000015,251.4400024,,404_3428,9.200000003,2.400000006,404_3428_2017-09-10 19:39:43.900,31050,68.34999847,23.79999924,0.519999981,158.8899994,244.9299927,Reg,1,00:00.0,Sunday,13:00,68,3428_32470_31050
2016,183,447,29770,17:36.8,80.55999756,25.14999962,0.400000006,132.9100037,250.0099945,,183_447,6.999999978,1.599999979,183_447_2016-10-30 17:17:36.800,31050,80.26000214,24.95000076,0.550000012,181.8399963,277.5799866,Reg,8,00:00.0,Sunday,13:00,85,447_29770_31050
2016,265,4098,31317,24:20.4,90.23999786,24.07999992,0.039999999,266.4100037,205.8000031,,265_4098,7.899999976,0.199999981,265_4098_2016-12-11 21:24:20.400,28946,90.45999908,24.34000015,0.059999999,174.9700012,48.61000061,Reg,14,00:00.0,Sunday,13:00,77,4098_31317_28946
2017,478,3054,31317,33:05.7,23.11000061,25.18000031,0.050000001,146.0599976,304.5400085,,478_3054,7.799999967,1.799999967,478_3054_2017-10-15 19:33:05.700,31682,22.77000046,25.45999908,0.090000004,242.6100006,216.3099976,Reg,6,00:00.0,Sunday,13:00,,3054_31317_31682
2016,271,714,33114,54:55.9,102.2600021,11.30000019,0.100000001,286.7900085,102.6200027,,271_714,5,4.899999999,271_714_2016-12-11 21:54:55.900,31357,102.3499985,11.59000015,0.170000002,84.68000031,109.1500015,Reg,14,00:00.0,Sunday,13:25,65,714_33114_31357
2016,271,402,32674,12/11/2016 21:40,73.33000183,16.20999908,0.680000007,162.9100037,264.0799866,,271_402,10.00000003,4.200000033,271_402_2016-12-11 21:40:00.000,29792,73.16999817,15.78999996,0.779999971,237.2400055,271.8599854,Reg,14,00:00.0,Sunday,13:25,65,402_32674_29792
2016,301,140,28434,29:29.5,14.88000011,25.20999908,0.050000001,187.1699982,166.1499939,,301_140,8.799999997,0.5,301_140_2016-12-24 21:29:29.500,30117,14.53999996,25.04999924,0.119999997,340.2200012,181.1799927,Reg,16,00:00.0,Saturday,13:25,39,140_28434_30117
2016,264,272,27654,12:04.1,62.33000183,49.52000046,0.850000024,78.23999786,119.0699997,,264_272,9.699999996,3.699999996,264_272_2016-12-11 18:12:04.100,31799,62.24000168,49.16999817,0.860000014,311.1600037,117.9199982,Reg,14,00:00.0,Sunday,13:00,71,272_27654_31799
2016,264,610,29959,25:43.8,49.33000183,28.36000061,0.180000007,224.9299927,273.75,,264_610,4.600000031,0.50000003,264_610_2016-12-11 18:25:43.800,32448,49.31999969,28.55999947,0.319999993,150.0500031,264.2999878,Reg,14,00:00.0,Sunday,13:00,71,610_29959_32448
2016,264,610,29959,25:43.8,49.33000183,28.36000061,0.180000007,224.9299927,273.75,,264_610,4.600000031,0.50000003,264_610_2016-12-11 18:25:43.800,28495,49.72999954,28.42000008,0.129999995,291.6300049,276.4700012,Reg,14,00:00.0,Sunday,13:00,71,610_29959_28495
2016,264,610,32448,25:43.8,49.31999969,28.55999947,0.319999993,150.0500031,264.2999878,,264_610,4.600000031,0.50000003,264_610_2016-12-11 18:25:43.800,28495,49.72999954,28.42000008,0.129999995,291.6300049,276.4700012,Reg,14,00:00.0,Sunday,13:00,71,610_32448_28495
2016,33,1879,29959,47:49.8,51.24000168,8.949999809,0.050000001,38.49000168,151.4900055,,33_1879,10.19999999,10.09999999,33_1879_2016-08-21 00:47:49.800,32009,51.24000168,9.289999962,0.180000007,80.87000275,114.8000031,Pre,3,00:00.0,Saturday,19:30,94,1879_29959_32009
2016,264,610,32525,25:43.8,48.11999893,24.37999916,0.159999996,311.9400024,230.8899994,,264_610,4.600000031,0.50000003,264_610_2016-12-11 18:25:43.800,29931,48.36999893,24.56999969,0.109999999,190.6199951,242.1300049,Reg,14,00:00.0,Sunday,13:00,71,610_32525_29931
2016,185,608,32661,54:23.9,15.90999985,20.85000038,0.529999971,84.73000336,169.8999939,,185_608,4.700000003,1.300000004,185_608_2016-11-01 00:54:23.900,29931,16.29999924,21,0.419999987,174.2400055,169.7799988,Reg,8,00:00.0,Monday,19:30,58,608_32661_29931
2016,260,555,32994,26:57.2,63.00999832,25.17000008,0.129999995,325.769989,10.43000031,,260_555,4.20000001,0.600000009,260_555_2016-12-11 18:26:57.200,32905,63.33000183,25.06999969,0.050000001,145.0500031,122.0999985,Reg,14,00:00.0,Sunday,13:00,37,555_32994_32905
2016,193,1126,32994,54:17.9,81.62999725,22.37999916,0.879999995,185.8399963,238.6499939,,193_1126,9.100000001,3.000000007,193_1126_2016-11-06 21:54:17.900,29764,81.66000366,22.61000061,0.800000012,85.41000366,238.3200073,Reg,9,00:00.0,Sunday,13:05,75,1126_32994_29764
2016,92,3024,31389,26:14.4,77.55000305,27.59000015,0.280000001,301.8200073,107.6500015,,92_3024,9.800000004,4.400000006,92_3024_2016-09-18 22:26:14.400,29764,77.61000061,27.79000092,0.330000013,171.5599976,84.33999634,Reg,2,00:00.0,Sunday,13:05,88,3024_31389_29764
2016,305,3538,29647,12:34.2,8.130000114,26.45999908,0.090000004,52.13000107,173.8600006,,305_3538,5.200000033,0.400000028,305_3538_2016-12-27 04:12:34.200,31595,8.409999847,26.37000084,0.119999997,193.0099945,203.6300049,Reg,16,00:00.0,Monday,19:30,,3538_29647_31595
2017,435,3127,28932,29:43.3,51.88000107,12.69999981,0.629999995,149.3500061,236.75,,435_3127,4.49999997,1.899999976,435_3127_2017-09-24 19:29:43.300,31595,51.40000153,12.63000011,0.680000007,181.9400024,244.75,Reg,3,00:00.0,Sunday,12:00,89,3127_28932_31595
2017,412,246,29647,38:03.8,104.9199982,15.28999996,0.419999987,57.56999969,137.9100037,,412_246,6.199999973,6.099999979,412_246_2017-09-11 00:38:03.800,30968,104.8899994,14.81999969,0.340000004,268.730011,105.7300034,Reg,1,00:00.0,Sunday,19:30,,246_29647_30968
2017,412,246,33048,38:03.8,104.4899979,15.07999992,0.270000011,67.72000122,164.8500061,,412_246,6.199999973,6.099999979,412_246_2017-09-11 00:38:03.800,30968,104.8899994,14.81999969,0.340000004,268.730011,105.7300034,Reg,1,00:00.0,Sunday,19:30,,246_33048_30968
2016,305,3538,30196,12:34.2,7.090000153,28.76000023,0.090000004,28.48999977,281.5499878,,305_3538,5.200000033,0.400000028,305_3538_2016-12-27 04:12:34.200,30010,7.300000191,28.54999924,0.310000002,248.0599976,273.3399963,Reg,16,00:00.0,Monday,19:30,,3538_30196_30010
2016,305,3538,32399,12:34.2,9.340000153,29.71999931,0.140000001,176.3300018,258.9700012,,305_3538,5.200000033,0.400000028,305_3538_2016-12-27 04:12:34.200,31729,8.989999771,29.80999947,0.270000011,182.8600006,272.1799927,Reg,16,00:00.0,Monday,19:30,,3538_32399_31729
2016,118,4230,32399,51:31.1,64.12000275,29.06999969,0.409999996,232.4499969,220.9700012,,118_4230,16.8,10.7,118_4230_2016-10-02 19:51:31.100,28284,64.01999664,29.29000092,0.370000005,95.09999847,221.7599945,Reg,4,00:00.0,Sunday,12:00,62,4230_32399_28284
2016,132,3439,32399,41:39.5,32.52000046,26.25,0.180000007,307.0499878,213.6100006,,132_3439,8.700000003,7.899999999,132_3439_2016-10-09 19:41:39.500,23564,33,26.37999916,0.319999993,79.97000122,182.3999939,Reg,5,00:00.0,Sunday,13:00,68,3439_32399_23564
2016,132,3439,27124,41:39.5,33.41999817,26.35000038,0.479999989,108.5699997,187.5500031,,132_3439,8.700000003,7.899999999,132_3439_2016-10-09 19:41:39.500,23564,33,26.37999916,0.319999993,79.97000122,182.3999939,Reg,5,00:00.0,Sunday,13:00,68,3439_27124_23564
2016,132,3439,30465,41:39.5,33.13000107,25.93000031,0.340000004,128.0500031,202.1000061,,132_3439,8.700000003,7.899999999,132_3439_2016-10-09 19:41:39.500,23564,33,26.37999916,0.319999993,79.97000122,182.3999939,Reg,5,00:00.0,Sunday,13:00,68,3439_30465_23564
2016,314,3574,30290,47:30.9,99.47000122,0.170000002,0.74000001,146.9799957,246.1199951,,314_3574,13.09999998,0.199999981,314_3574_2017-01-01 20:47:30.900,32987,99.01000214,0.170000002,0.550000012,113.6900024,248.0599976,Reg,17,00:00.0,Sunday,13:00,41,3574_30290_32987
2016,314,3574,30023,47:30.9,110.4800034,32.29000092,0.439999998,190.9799957,339.8399963,,314_3574,13.09999998,0.199999981,314_3574_2017-01-01 20:47:30.900,31158,110.2399979,32.13999939,0.349999994,4.96999979,346.1499939,Reg,17,00:00.0,Sunday,13:00,41,3574_30023_31158
2016,80,2821,30023,22:09.3,78.36000061,50.70000076,0.879999995,347.6799927,70.76000214,,80_2821,8.899999984,5.199999988,80_2821_2016-09-13 01:22:09.300,30033,78.5,50.29999924,0.800000012,156.9900055,53.5,Reg,1,00:00.0,Monday,19:10,79,2821_30023_30033
2016,89,2103,30023,24:15.9,48.43000031,16.39999962,0.419999987,90.44000244,247.2299957,,89_2103,4.300000004,2.400000006,89_2103_2016-09-18 18:24:15.900,31791,48.61999893,16.62999916,0.219999999,70.05000305,251.3099976,Reg,2,00:00.0,Sunday,13:00,72,2103_30023_31791
2016,312,189,30084,07:16.1,52.61999893,53.16999817,1.830000043,154.1199951,258.4200134,,312_189,7.600000031,2.300000027,312_189_2017-01-01 18:07:16.100,31628,52.49000168,53.16999817,0.720000029,174.5700073,263.8099976,Reg,17,00:00.0,Sunday,13:00,42,189_30084_31628
2016,312,189,27232,07:16.1,81.41999817,32.81999969,0.289999992,108.5800018,48.27000046,,312_189,7.600000031,2.300000027,312_189_2017-01-01 18:07:16.100,31895,81.31999969,32.49000168,0.039999999,169.9100037,69.40000153,Reg,17,00:00.0,Sunday,13:00,42,189_27232_31895
2016,312,892,27232,1/1/2017 18:37,28.52000046,21.37000084,0.029999999,356.3900146,200.0700073,,312_892,8.50000003,0.200000033,312_892_2017-01-01 18:37:42.000,27978,28.75,21.18000031,0.01,267.1900024,353.7600098,Reg,17,00:00.0,Sunday,13:00,42,892_27232_27978
2016,309,699,30073,30:22.8,31.98999977,48.15999985,0.829999983,348.1900024,301.8999939,,309_699,10.6,5.899999999,309_699_2017-01-01 18:30:22.800,30322,32.08000183,48.29999924,0.810000002,262.7999878,302.5599976,Reg,17,00:00.0,Sunday,13:00,39,699_30073_30322
2017,448,2592,30874,28:52.9,45.65000153,29.23999977,0.519999981,111.4100037,169.0500031,,448_2592,10.09999998,9.199999973,448_2592_2017-10-01 15:28:52.900,25396,45.84999847,29.12000084,0.620000005,9.420000076,148.4900055,Reg,4,00:00.0,Sunday,14:30,63,2592_30874_25396
2017,498,2536,30874,07:33.6,50.31999969,33.65999985,0.170000002,151.7200012,47.11000061,,498_2536,4.400000036,1.800000042,498_2536_2017-10-22 19:07:33.600,29061,50.04999924,34,0.159999996,261.6300049,13.14000034,Reg,7,00:00.0,Sunday,13:00,86,2536_30874_29061
2016,134,3528,30874,45:52.6,65.75,25.31999969,0.460000008,158.8099976,293.7099915,,134_3528,7.300000004,0.200000003,134_3528_2016-10-09 19:45:52.600,33132,65.94999695,25.04000092,0.409999996,277.7099915,301.2200012,Reg,5,00:00.0,Sunday,13:00,88,3528_30874_33132
2016,269,3054,29129,28:45.6,75.48999786,33.31999969,0.109999999,244.9400024,153.5500031,,269_3054,8.200000033,5.300000027,269_3054_2016-12-11 23:28:45.600,31733,75.23000336,33.66999817,0.159999996,95.11000061,174.9499969,Reg,14,00:00.0,Sunday,13:05,54,3054_29129_31733
2016,273,2320,26293,12/13/2016 3:05,61.40999985,47.41999817,0.189999998,41.34000015,140.0599976,,273_2320,8.50000003,5.200000033,273_2320_2016-12-13 03:05:05.000,27539,61.83000183,47.18000031,0.300000012,95,130.7299957,Reg,14,00:00.0,Monday,20:30,31,2320_26293_27539
2016,273,3687,31610,11:37.9,32.25,19.28000069,0.270000011,192.5,229.5,,273_3687,7.100000031,0.600000031,273_3687_2016-12-13 04:11:37.900,29239,32.34999847,19.34000015,0.330000013,350.9599915,239.2200012,Reg,14,00:00.0,Monday,20:30,31,3687_31610_29239
2017,619,178,33053,30:11.8,34.81000137,30.72999954,0.400000006,63,321.9400024,,619_178,4.899999976,1.099999979,619_178_2017-12-17 21:30:11.800,29239,35.15000153,30.54000092,0.5,250.9299927,339.519989,Reg,15,00:00.0,Sunday,16:25,42,178_33053_29239
2016,307,3194,31610,12:55.4,85.58999634,44.5,0.730000019,328.0499878,30.70000076,,307_3194,8.600000001,4.5,307_3194_2017-01-01 20:12:55.400,32168,85.62000275,44.20999908,0.74000001,266.6000061,28.92000008,Reg,17,00:00.0,Sunday,13:00,40,3194_31610_32168
2016,101,1027,30523,9/25/2016 17:42,61.34999847,5.75,0.170000002,332.9100037,60.06999969,,101_1027,6.999999978,6.299999975,101_1027_2016-09-25 17:42:56.000,32168,61.04999924,5.78000021,0.129999995,23.62999916,87.61000061,Reg,3,00:00.0,Sunday,13:00,81,1027_30523_32168
2016,101,1027,23441,9/25/2016 17:42,61.20000076,6.159999847,0.310000002,150.5299988,260.9899902,,101_1027,6.999999978,6.299999975,101_1027_2016-09-25 17:42:56.000,32168,61.04999924,5.78000021,0.129999995,23.62999916,87.61000061,Reg,3,00:00.0,Sunday,13:00,81,1027_23441_32168
2016,319,1912,30117,1/1/2017 22:44,28.97999954,32.02999878,0.050000001,92.63999939,292.6099854,,319_1912,3.600000031,3.200000033,319_1912_2017-01-01 22:44:47.000,31806,29.04999924,32.16999817,0.200000003,231.3600006,301.2099915,Reg,17,00:00.0,Sunday,13:25,59,1912_30117_31806
2016,319,1912,33112,1/1/2017 22:44,28.60000038,32.5,0.059999999,140.4299927,265.8800049,,319_1912,3.600000031,3.200000033,319_1912_2017-01-01 22:44:47.000,32677,28.37000084,32.22000122,0.270000011,225.6499939,312.1199951,Reg,17,00:00.0,Sunday,13:25,59,1912_33112_32677
2016,319,1912,28795,1/1/2017 22:44,28.11000061,31.98999977,0.200000003,225.4299927,284.3200073,,319_1912,3.600000031,3.200000033,319_1912_2017-01-01 22:44:47.000,32677,28.37000084,32.22000122,0.270000011,225.6499939,312.1199951,Reg,17,00:00.0,Sunday,13:25,59,1912_28795_32677
2017,653,3712,31175,13:31.8,42.49000168,18.46999931,0.289999992,264.9299927,174.3099976,,653_3712,9.400000036,8.700000048,653_3712_2018-01-01 00:13:31.800,32677,42.06999969,18.29999924,0.230000004,129.9900055,201.3200073,Reg,17,00:00.0,Sunday,13:25,67,3712_31175_32677
2016,237,1593,28795,10:23.6,66.44999695,29.34000015,0.50999999,199.3999939,306.1499939,,237_1593,7.100000001,1.699999996,237_1593_2016-11-27 19:10:23.600,32939,66.27999878,29.25,0.5,344.2000122,310.9700012,Reg,12,00:00.0,Sunday,12:00,61,1593_28795_32939
2016,12,556,31856,57:35.7,60.70999908,29.54999924,0.629999995,169.75,216.2799988,,12_556,14.40000002,6.900000021,12_556_2016-08-11 23:57:35.700,32939,60.56999969,29.86000061,0.660000026,92.45999908,218.6499939,Pre,2,00:00.0,Thursday,19:30,84,556_31856_32939
2016,261,881,32983,37:04.6,37.72999954,25.60000038,0.389999986,174.0200043,90.27999878,,261_881,4.50000003,0.800000027,261_881_2016-12-11 18:37:04.600,32892,37.34000015,25.30999947,0.439999998,8.539999962,100.4000015,Reg,14,00:00.0,Sunday,13:00,28,881_32983_32892
2016,261,881,33079,37:06.2,44.36999893,32.34000015,0.779999971,350.5700073,62.20999908,,261_881,4.50000003,2.400000028,261_881_2016-12-11 18:37:06.200,31290,44.83000183,32.18000031,0.769999981,296.3699951,62.81999969,Reg,14,00:00.0,Sunday,13:00,28,881_33079_31290
2016,23,3405,31595,08:31.9,56.90000153,28.23999977,0.550000012,91.81999969,275.1400146,,23_3405,10.70000002,8.600000024,23_3405_2016-08-19 02:08:31.900,31290,57.04000092,27.87999916,0.579999983,235.8200073,271.2799988,Pre,3,00:00.0,Thursday,19:30,68,3405_31595_31290
2016,294,3499,33079,51:52.4,45.13000107,33.31999969,0.25999999,18.54999924,53.09000015,,294_3499,10.00000003,1.600000031,294_3499_2016-12-24 20:51:52.400,27247,45.24000168,32.99000168,0.119999997,106.0800018,57.70000076,Reg,16,00:00.0,Saturday,13:00,38,3499_33079_27247
2016,297,1775,33147,14:35.7,70.48000336,28.84000015,0.209999993,135.8000031,297.1700134,,297_1775,7.699999996,0.799999997,297_1775_2016-12-24 19:14:35.700,30558,70.15000153,28.48999977,0.330000013,303.230011,294.5700073,Reg,16,00:00.0,Saturday,13:00,40,1775_33147_30558
2016,19,1475,29792,02:19.4,46.43000031,20.48999977,0.270000011,80.38999939,200.3600006,,19_1475,6.299999982,0.199999988,19_1475_2016-08-19 01:02:19.400,30558,46.79000092,20.80999947,0.189999998,188.6799927,200.1699982,Pre,3,00:00.0,Thursday,20:00,79,1475_29792_30558
2016,44,3207,31628,56:48.2,56.61999893,37.00999832,0.600000024,229.7599945,26.27000046,,44_3207,8.400000006,6.200000003,44_3207_2016-08-27 01:56:48.200,32580,56.70000076,36.58000183,0.469999999,254.5599976,29.20000076,Pre,4,00:00.0,Friday,19:30,88,3207_31628_32580
2016,303,1353,27557,24:22.3,71.48999786,20.76000023,0.150000006,67.61000061,182.3300018,,303_1353,4.300000027,3.50000003,303_1353_2016-12-25 22:24:22.300,26983,71.13999939,20.71999931,0.230000004,47.93000031,201.7799988,Reg,16,00:00.0,Sunday,16:25,41,1353_27557_26983
2016,243,1885,30556,45:46.7,39.04999924,14.07999992,0.25,207.3500061,40.70999908,,243_1885,7.399999976,1.499999978,243_1885_2016-12-02 02:45:46.700,30113,38.56999969,14.13000011,0.129999995,315.3999939,45.33000183,Reg,13,00:00.0,Thursday,19:25,,1885_30556_30113
2016,216,2744,30556,10:40.5,58.31999969,52.90000153,0.540000021,258.0400085,48.86999893,,216_2744,9.200000003,0.5,216_2744_2016-11-20 20:10:40.500,32398,58.49000168,53.16999817,0.49000001,89.70999908,51.49000168,Reg,11,00:00.0,Sunday,12:00,,2744_30556_32398
2016,243,438,30113,40:22.3,19.31999969,35.47999954,0.340000004,284.0700073,325.4100037,,243_438,11.49999998,10.09999998,243_438_2016-12-02 01:40:22.300,32239,19.53000069,35.75,0.330000013,152.9799957,328.4400024,Reg,13,00:00.0,Thursday,19:25,,438_30113_32239
2017,346,463,31785,26:22.1,53.83000183,37.06000137,0.230000004,35.56000137,117.8300018,,346_463,7.799999967,3.899999976,346_463_2017-08-13 01:26:22.100,32239,53.95000076,36.77999878,0.379999995,241.6699982,127.1900024,Pre,2,00:00.0,Saturday,18:00,77,463_31785_32239
2016,318,780,31101,53:56.1,67.09999847,26.04000092,0.409999996,49.20999908,211.3300018,punt,318_780,4.900000013,7.45E-09,318_780_2017-01-01 21:53:56.100,32929,67.58999634,26.12000084,0.409999996,19.20000076,216.8300018,Reg,17,00:00.0,Sunday,14:25,45,780_31101_32929
2016,296,2667,31264,59:43.8,78.76000214,27.87000084,0.07,92.23999786,265.480011,,296_2667,5.600000001,0.899999999,296_2667_2016-12-24 19:59:43.800,25828,78.62000275,28.10000038,0.109999999,239.7700043,281.3800049,Reg,16,00:00.0,Saturday,13:00,67,2667_31264_25828
2016,286,2097,27010,12/18/2016 22:58,33.61000061,36.77000046,0.270000011,347.1000061,347.6300049,,286_2097,8,7.100000001,286_2097_2016-12-18 22:58:50.000,27812,33.88000107,36.65000153,0.370000005,214.9600067,352.8200073,Reg,15,00:00.0,Sunday,14:25,18,2097_27010_27812
2017,596,3501,31491,41:53.5,80.27999878,28.55999947,0.039999999,336.9200134,236.3500061,,596_3501,6.100000039,1.200000033,596_3501_2017-12-10 20:41:53.500,27812,80.54000092,28.89999962,0.02,10.43999958,314.1099854,Reg,14,00:00.0,Sunday,12:00,,3501_31491_27812
2016,280,1804,32864,12/18/2016 19:22,70.12999725,29.40999985,0.74000001,333,34.88000107,,280_1804,11.00000003,9.200000033,280_1804_2016-12-18 19:22:51.000,28846,70.43000031,29.79000092,0.430000007,250.0599976,44.25999832,Reg,15,00:00.0,Sunday,12:00,37,1804_32864_28846
2017,613,3192,33855,12/17/2017 20:26,33.77000046,53.16999817,0.790000021,41.06999969,88.79000092,,613_3192,13.10000004,1.200000033,613_3192_2017-12-17 20:26:47.000,28846,33.49000168,53.16999817,0.790000021,356.75,89.22000122,Reg,15,00:00.0,Sunday,13:00,72,3192_33855_28846
2016,189,2677,33038,17:11.3,63.47000122,30.19000053,0.540000021,309.25,60,,189_2677,10.1,9.700000003,189_2677_2016-11-06 20:17:11.300,28846,63.52999878,30.62000084,0.569999993,68.31999969,69.97000122,Reg,9,00:00.0,Sunday,12:00,62,2677_33038_28846
2016,173,1770,27816,41:47.5,22.67000008,32.25,0.389999986,310.3500061,17.44000053,,173_1770,7,4.5,173_1770_2016-10-28 01:41:47.500,28846,22.55999947,32.47000122,0.469999999,155.7400055,309.7000122,Reg,8,00:00.0,Thursday,19:25,71,1770_27816_28846
2016,95,1712,32106,42:58.8,38.43000031,21.15999985,0.600000024,60.22999954,240.1900024,,95_1712,10.39999998,5.099999979,95_1712_2016-09-18 21:42:58.800,28846,38.88000107,20.95999908,0.670000017,201.1600037,238.1699982,Reg,2,00:00.0,Sunday,13:25,82,1712_32106_28846
2016,276,2257,32573,50:58.7,66.51999664,39.34999847,0.340000004,30.20999908,20.01000023,,276_2257,5.300000027,3.400000028,276_2257_2016-12-18 19:50:58.700,30507,66.83999634,39.11000061,0.230000004,246.7100067,357.25,Reg,15,00:00.0,Sunday,13:00,62,2257_32573_30507
2016,268,3738,33132,55:21.8,88.98999786,30.45999908,0.479999989,295.9700012,124.0500031,,268_3738,7.299999997,6.899999999,268_3738_2016-12-11 20:55:21.800,30491,89.19999695,30.26000023,0.699999988,334.9200134,55,Reg,14,00:00.0,Sunday,12:00,50,3738_33132_30491
2016,255,1195,32110,21:57.2,31.86000061,21.70000076,0.219999999,139.3699951,214.8600006,,255_1195,9.200000033,0.400000028,255_1195_2016-12-04 22:21:57.200,31120,31.52000046,21.53000069,0.25999999,174.9400024,226.5599976,Reg,13,00:00.0,Sunday,13:25,72,1195_32110_31120
2016,219,3959,31950,00:55.2,58.38000107,14.90999985,0.519999981,251.0700073,258.1600037,,219_3959,12.3,3.800000004,219_3959_2016-11-20 21:00:55.200,31120,58.27999878,15.38000011,0.540000021,109.4000015,230.2700043,Reg,11,00:00.0,Sunday,12:00,46,3959_31950_31120
2016,109,4220,32110,43:22.3,62.08000183,24.47999954,0.409999996,27.38999939,100.0599976,,109_4220,7.200000025,0.50000003,109_4220_2016-09-25 23:43:22.300,27710,61.66999817,24.53000069,0.370000005,96.12000275,87.81999969,Reg,3,00:00.0,Sunday,16:25,85,4220_32110_27710
